,0.008726535364985466,0.026176949962973595,0.04361938685178757,0.061048541218042374,0.07845909893512726,0.09584575146436691,0.11320321261882782,0.13052619993686676,0.14780940115451813,0.16504760086536407,0.18223552405834198,0.1993679255247116,0.2164396196603775,0.23344536125659943,0.2503800094127655,0.2672383785247803,0.28401535749435425,0.30070579051971436,0.3173046410083771,0.3338068723678589,0.3502073884010315,0.36650121212005615,0.3826834559440613,0.39874908328056335,0.4146932363510132,0.43051108717918396,0.4461978077888489,0.4617486000061035,0.4771587550640106,0.49242356419563293,0.507538378238678,0.5224985480308533,0.537299633026123,0.5519369840621948,0.56640625,0.5807029604911804,0.5948227643966675,0.6087614297866821,0.6225146651268005,0.6360781788825989,0.649448037147522,0.6626200675964355,0.6755901575088501,0.6883545517921448,0.7009092569351196,0.713250458240509,0.7253743410110474,0.7372773289680481,0.7489557266235352,0.760405957698822,0.7716245651245117,0.782608151435852,0.7933533191680908,0.8038569092750549,0.8141155242919922,0.8241261839866638,0.8338858485221863,0.843391478061676,0.8526401519775391,0.8616291284561157,0.8703556656837463,0.878817081451416,0.8870108127593994,0.894934356212616,0.9025852680206299,0.9099612236022949,0.9170600771903992,0.9238795042037964,0.9304175972938538,0.9366722106933594,0.9426414370536804,0.948323667049408,0.9537169337272644,0.9588197469711304,0.9636304378509521,0.9681476354598999,0.972369909286499,0.9762960076332092,0.9799246788024902,0.9832549095153809,0.9862856268882751,0.9890158772468567,0.9914448261260986,0.9935718774795532,0.9953961968421936,0.9969173073768616,0.9981347918510437,0.9990482330322266,0.9996573328971863,0.9999619126319885
2009,26.888170994652643,26.99023242526584,27.074231757058037,27.15718036757575,27.140331904093426,27.170953896310593,27.22103604740567,27.256688237190247,27.299537044101292,27.28327898449368,27.319696754879423,27.30897748735216,27.260511758592394,27.165807814068266,26.984018071492514,26.89168561299642,26.741550752851698,26.55646147727966,26.38886439005534,26.04643292956882,25.819656970765855,25.538492684894138,25.140120400322807,24.6696989191903,24.2895569562912,23.882799993620978,23.42326423327128,22.617257351345486,21.45787378040453,20.59047174685531,19.726826995776758,19.0545230348491,18.271151002641354,17.29869378341569,16.46007196363579,15.613547022806273,15.370701996609569,14.87820199963171,14.179311086847964,13.560990324554345,12.879431954854065,11.898397119177712,10.92864993483656,10.158930604490969,,,7.492864392408066,6.53962349152296,5.732677454004685,5.0130801181393005,4.395610288853155,3.8868569726046798,3.4781250774549943,3.141773673198703,2.741324896186901,2.294498951515804,1.7611758191824063,1.2711691484411454,0.8038706060369603,-0.008718499001891663,-1.2495350668413772,-2.4617527742106984,-3.395658030216065,-4.287509284996324,-5.226833151301576,-5.885674325130337,-6.639131943384807,-7.5138948660757805,-8.103280295721358,-8.54651321483155,-8.598042648575372,-8.993677575637896,-9.569639881038004,-10.114124968089163,-10.620780400114342,-11.296713059043718,-11.851791258487436,-12.543974756201107,-13.352459312830534,-13.77031776636011,-14.22643810974227,-14.406331691477034,-14.701205711894564,-15.012164563602871,-15.618500185012817,-16.246193403667874,-16.700592385398018,-16.925743680530125,-17.10104274219937,-17.17987673017714
2010,26.798734913931952,26.915774223539565,27.017140862676833,27.11655857827928,27.113619958029854,27.15740950902303,27.227029331525166,27.274364095264012,27.327833127975463,27.326793230904475,27.373031669192844,27.378440390692816,27.33936465051439,27.253225755691528,27.086555841233995,27.0158906088935,26.887647157245212,26.712460411919487,26.543121740553115,26.212641967667473,25.990390306048923,25.70767476558685,25.30110892719693,24.82950716548496,24.43600476582845,24.005257272720335,23.52457583480411,22.700688015090094,21.525936937332155,20.642471426859913,19.773611924383374,19.094409900986484,18.31274059928126,17.336662610392604,16.502841681671434,15.657691072424253,15.425969751179219,14.943607570562097,14.243632784071895,13.630519787905117,12.94298842334085,11.94578451729483,10.968399964221236,10.206915765338474,9.454916173219681,,7.62348898109566,6.71986384300722,5.969727907946799,5.2993104243146565,4.733504894458585,4.273137753953536,3.89515770776456,3.5875700455016664,3.2299450957371545,2.7978982106885977,2.263433694270336,1.7749632905754777,1.3175849920086977,0.5134123807979954,-0.6750381249003112,-1.8550628626434547,-2.7531762715015144,-3.5861061396698157,-4.473382728360593,-5.085558951811658,-5.789577605834024,-6.634097128475291,-7.221098869982072,-7.688175856642839,-7.745820346578128,-8.123354735597967,-8.714259171320332,-9.261128873957528,-9.783043182972404,-10.476730154992806,-11.033918208442628,-11.758368123653863,-12.601480162485192,-13.063213129010466,-13.559294454256694,-13.850388334857094,-14.164801621437073,-14.422090276082356,-15.004060824712118,-15.58805655638377,-15.999462617768181,-16.175481859842936,-16.297629255718654,-16.334215307235716
2011,26.50850486225552,26.62173187997606,26.71589646604326,26.80644154018826,26.79713797569275,26.83870403236813,26.905761422051324,26.950589225027297,27.009374072816637,27.01900866296556,27.077104224099052,27.088209745619032,27.04369438489278,26.94693013297187,26.763264571295846,26.672311380174424,26.515879821777343,26.32635154724121,26.14397081269158,25.80147651831309,25.572937228944568,25.278170182969834,24.871927807066175,24.4021622021993,24.029833025402493,23.63041039307912,23.182757918039957,22.390943400065105,21.244062280489338,20.39228075284304,19.556347865751015,18.92112480410271,18.177577881680595,17.244864868289895,16.43731329979168,15.607109738224082,15.375393277241123,14.871491927156846,14.162173431366682,13.537576479630339,12.849751264022457,11.855818370646901,10.862542625226908,10.082603045635754,,,7.486340944329276,6.563954059427811,5.801577095480429,5.132379790090232,4.564816128100372,4.114012397607116,3.7588857382846377,3.461407921535687,3.1059274748795564,2.731544651251493,2.2793154117547805,1.859852404605287,1.4719286217781093,0.7247307462789144,-0.45075400737761,-1.6352512957476493,-2.5839217990119425,-3.4629265289546716,-4.401882531837974,-5.079681412776052,-5.80754903772225,-6.656168642691854,-7.257335288401616,-7.730450860545453,-7.7780734061108285,-8.127347316717108,-8.6536338335524,-9.16043161774675,-9.638473573740985,-10.369915376769171,-11.020412363236149,-11.637175412724416,-12.401728218545516,-12.90132970980679,-13.435738590690825,-13.70480150381724,-14.108188891410828,-14.429785450299581,-15.030573203828599,-15.661462688446045,-16.10241107940674,-16.30211485226949,-16.467278401056927,-16.54146195517646
2012,26.661395115322538,26.767095454533894,26.85202542146047,26.934762965308295,26.91470685005188,26.940606111950345,26.99384734630585,27.028516040907967,27.07342620425754,27.06587530242072,27.11050072775947,27.10991056760152,27.063982492023044,26.967563332451714,26.78757184876336,26.70088144408332,26.552793762418958,26.36447156270345,26.190194373660617,25.852434367603728,25.62653521961636,25.345690155029295,24.94425983428955,24.47324029074775,24.090723310576546,23.679431019888984,23.21905319955614,22.425116120444404,21.28310280268391,20.442935861678173,19.624303696084016,18.999599310838512,18.26706363129326,17.343881426751615,16.54788881391287,15.729961075219844,15.52150112370857,15.054564743468331,14.396847039047215,13.811777781281206,13.157678017806676,12.20311319016748,11.25135761383507,10.470121961252557,,,7.7943529971357846,6.835789762824101,6.020609101115001,5.312475155159417,4.705604514479637,4.203339933800614,3.795996392906333,3.4340934712853697,3.017909049346215,2.559368058066401,2.0068515188992024,1.4811134606030667,0.9923149625990644,0.17516064710087245,-1.0803943917362226,-2.283976613399055,-3.1846472605209177,-4.031376453349367,-4.921280397847295,-5.5228798066673335,-6.247765642542961,-7.084974349321176,-7.623574809580006,-8.00115232360032,-7.98651135649739,-8.315646367675315,-8.827725362446573,-9.280017031356692,-9.721804781175322,-10.305858151117961,-10.6514740664098,-11.132192556399644,-11.953651931633551,-12.474862339125119,-12.90302977607482,-13.131502128309673,-13.583549058437347,-13.979511862330966,-14.579404221640694,-15.1885759751002,-15.613868130577934,-15.813890573713515,-15.962589022848341,-16.020083143976
2013,26.667490911483764,26.784810929828218,26.884759534729852,26.981333255767822,26.974371820025972,27.01660821967655,27.087140727043153,27.136382823520236,27.1958988348643,27.197026692496404,27.24800837304857,27.250874254438614,27.2093022664388,27.118498754501342,26.94346531232198,26.857309998406304,26.708737924363877,26.517023277282714,26.334678146574234,25.980078260103863,25.738445944256252,25.440048281351725,25.028807348675198,24.54701815976037,24.164527283774483,23.750754345787897,23.2920401652654,22.494105720520018,21.343219370643297,20.481443089329535,19.626092065270576,18.963474921882153,18.198608851318973,17.25111650087767,16.4530207199355,15.647987330291006,15.444563296023343,14.9810370620961,14.321617045067251,13.742014812595315,13.11191001517905,12.166552820387814,11.223399433824751,10.478062916133139,9.717358061008984,,7.863850344282885,6.96009466479429,6.144713502222051,5.4329575432361,4.81088193193395,4.307933488640831,3.9162982522923913,3.5835171823700267,3.1725210380843945,2.7199870440112943,2.1856777667171423,1.6946770739638144,1.2386780987390213,0.4551196561453657,-0.7547727674608016,-1.967003800513016,-2.9173912089654346,-3.821873012992243,-4.777208538358617,-5.485235002047072,-6.281298839771706,-7.235006207207011,-7.926039875285803,-8.4803606832193,-8.617574852787786,-9.0526684920407,-9.709390969020832,-10.319080214078229,-10.877862122709242,-11.591522042929299,-12.09916114068797,-12.764961751198603,-13.668072764247901,-14.216450436744426,-14.666753827366565,-14.960642504692078,-15.441554572847155,-15.871380835109287,-16.605845308303834,-17.341217358907063,-17.885181363423666,-18.176045433680216,-18.3684764597151,-18.477943653530545
2014,26.8599846733941,26.984361595577663,27.086544765366448,27.178893057505288,27.16277428732978,27.18667376836141,27.233718978034126,27.266402912139892,27.30795691278246,27.298025385538736,27.340638732910158,27.33836164474487,27.298432493209837,27.21107349395752,27.041259161631267,26.962405183580188,26.822024859322443,26.642012786865234,26.476314232084487,26.14600962532891,25.927674510743884,25.653570206960044,25.25082738664415,24.777016896671718,24.392234926753574,23.965823025173613,23.488299420144823,22.663747991455924,21.49119135282106,20.605981046344258,19.7302635413905,19.057599848343266,18.279051743530566,17.318689398343363,16.49564878799849,15.6719514682889,15.450048980173758,14.966043763773309,14.283636963367462,13.685541303538614,13.028635224803454,12.04660181519058,11.08063911067115,10.328720466958153,9.571247871054544,,7.733672435002195,6.807364116774665,6.022897410020232,5.329410435287799,4.732041729572747,4.253307833150029,3.8815233499536084,3.5832903162093417,3.2060770550121864,2.793285897400023,2.310681826230656,1.8854133286681543,1.4689201010287636,0.6814045278976361,-0.5102168228166799,-1.7169381145439628,-2.6610622379928826,-3.545405944633401,-4.4809925877799595,-5.14479947619968,-5.938044768054453,-6.882184541033995,-7.541501027966539,-8.043460519001302,-8.153763580529226,-8.563892313092946,-9.159526783890195,-9.72162804727753,-10.243069156704264,-10.918377563802318,-11.392007825068301,-12.133097987042532,-13.070783117413521,-13.606822504061793,-14.104068517684937,-14.4167943265703,-14.837702022658455,-15.219576011763678,-15.91703187889523,-16.634968609280058,-17.149227714538576,-17.41079330444336,-17.599035114712187,-17.718976010216608
2015,27.279384994506835,27.387328343921236,27.466811458269756,27.53160202238295,27.488107119666207,27.48102318180932,27.500921607017517,27.512741968366836,27.53989095158047,27.515299383799235,27.544189649158053,27.524052148395114,27.473625384436712,27.38360292116801,27.209257502026027,27.12516270743476,26.980963373184203,26.799397659301757,26.63262479570177,26.297107836935254,26.076716677347818,25.80624768469069,25.41830112669203,24.94994011455112,24.567680700620016,24.152487632963393,23.68417506482866,22.86145613723331,21.688526920850077,20.799643458715742,19.933213254147105,19.259037987391153,18.480617903214362,17.53141285131375,16.718174748935013,15.908391106128693,15.691552696708175,15.20771182673052,14.537355280196708,13.954729377809498,13.312540893091096,12.354590103278557,11.420087904182987,10.70838261279795,,,8.165616914567847,7.2585633387478685,6.4895224621622924,5.7902607428427375,5.170786699838937,4.6551452842987295,4.243589040481796,3.9078576965800798,3.518335742637929,3.1066278912023537,2.6234591860117185,2.1775084533366478,1.7361228658649552,0.9273802320822142,-0.2968840957994366,-1.5519417252495058,-2.58834880515933,-3.5483932127108955,-4.521857651881874,-5.246580940402216,-6.037087429790861,-6.975331916065059,-7.6297880791748565,-8.132556042509774,-8.200666445576482,-8.612200884076042,-9.227409889714586,-9.793293624619643,-10.313093152062761,-11.02779558174726,-11.539911713006182,-12.198782826711733,-13.012286673403448,-13.519211304436128,-14.016820516520076,-14.308567202091217,-14.820475970374213,-15.218754662407768,-15.915096926689149,-16.65509768327077,-17.195597982406618,-17.455491940180462,-17.635442728466458,-17.742239708370633
2016,27.04985129038493,27.147245269351536,27.225669587983024,27.314684295654295,27.3063665760888,27.34873540136549,27.413440956009758,27.460034182336596,27.50742982758416,27.500174925062392,27.543048689100477,27.535124884711372,27.488884205288358,27.3950314839681,27.219076437420316,27.13757504887051,26.998804802364774,26.821818039152358,26.654265546798705,26.333348565631443,26.12911065949334,25.86858277850681,25.490241702397665,25.03576257228851,24.666313902537027,24.260484488805137,23.800430342886184,22.99460063510471,21.836162193036742,20.96210239537888,20.098888623548877,19.42246614680108,18.647037722998196,17.685524555104266,16.859137073076433,16.011855244636536,15.760101142111752,15.244131014992794,14.531469098395771,13.904387310147285,13.23107243610753,12.260460278971328,11.301825273642317,10.553373065590858,,,7.966704844807585,7.043881824943754,6.268497504976889,5.590615646127198,5.001478066222949,4.524350365282347,4.148584370568601,3.839384496284442,3.461842072506746,3.038831398747344,2.5454011929945812,2.1194944080922546,1.733629860638434,0.9905476626383865,-0.12270904732350674,-1.2493712548787395,-2.089325785036716,-2.877911948782599,-3.7196398256003804,-4.30730127333146,-4.992861613985668,-5.830606732403653,-6.414224918062488,-6.85304679573229,-6.872813964510957,-7.240255711351832,-7.789699525965585,-8.316482386199965,-8.788525289483369,-9.403444745971097,-9.801905032309394,-10.252896649935469,-11.028952635327975,-11.612955141481425,-12.036470315522617,-12.204908627933927,-12.76116800573137,-13.21204477151235,-13.866102928585477,-14.532719196213616,-15.006062610944111,-15.21405731042226,-15.378676544295416,-15.475780855284796
2017,26.745483673943415,26.86076741218567,26.960538453525967,27.07379921277364,27.090414836671616,27.15784241888258,27.24686039023929,27.316084263059828,27.384187735451594,27.395083130730523,27.45225797759162,27.463759814368355,27.430961185031467,27.35023546748691,27.183830324808756,27.109333557552763,26.9693430741628,26.786829392115276,26.61750487221612,26.28800265259213,26.074823088116116,25.802598338656956,25.41107300652398,24.94508367114597,24.57024468845791,24.159326073858473,23.696357803874545,22.89019604788886,21.731988748411336,20.86678868620139,20.02098561293549,19.363657911370197,18.595721609269578,17.63833281406098,16.808386244811118,15.95238007273939,15.701550301205781,15.195498224130521,14.495690283758773,13.873850939753982,13.191816784524255,12.204933307899369,11.235806656525368,10.492753853069411,,,7.936176036236187,7.027107005359398,6.2624586177679396,5.590541797258063,5.010392022260284,4.546463988819677,4.184332464117971,3.866166405566845,3.4767384697062274,3.046718094477223,2.5642447176130694,2.130481684518357,1.7182172053183118,0.9703928823996749,-0.1722071229531947,-1.3233804100244824,-2.231488669384271,-3.0859803445223304,-3.9857655495068887,-4.621257856626633,-5.369146833010018,-6.243264681804511,-6.850214239706596,-7.281857968101071,-7.315137941804197,-7.697403115241064,-8.302071478714545,-8.894374964137873,-9.510384653239614,-10.280637766338057,-10.836604178914179,-11.604533230916907,-12.625733839254826,-13.281913049436278,-13.87734188967281,-14.186488559510973,-14.675322802861531,-15.173159816530015,-15.892506641811794,-16.61815843847063,-17.150979577170478,-17.438135623931885,-17.601998196707832,-17.69734254943
2018,26.799748436609903,26.919412088394164,27.017939964930218,27.113425064086915,27.110263268152874,27.148153779241774,27.20970379246606,27.256844154993694,27.30837671491835,27.30153110822042,27.345865986082288,27.335366630554198,27.28637238608466,27.191305785708956,27.013116953108046,26.926634057362875,26.77949467235141,26.596050940619573,26.42958470450507,26.10402092138926,25.89621271557278,25.64038175476922,25.26701438691881,24.81583163208432,24.45092573430803,24.05833574665917,23.614017825656468,22.825831468900045,21.6848005745146,20.830327343857952,19.988091726601123,19.32762876699368,18.565036897319885,17.624186384181183,16.823289003285268,16.01130738986863,15.793148041433758,15.304725255113508,14.618487982451915,14.019105159263644,13.338798337760899,12.3326812316974,11.349513162693215,10.562064284748502,,,7.8540212388874755,6.878015666289462,6.0596140234420695,5.322543977451924,4.676425516183695,4.1428357183105415,3.720617252138133,3.367690139116409,2.956416099622988,2.5275759622868565,2.047070293017896,1.631556387907929,1.254119447287586,0.5340564373673664,-0.5992433777182467,-1.7330718559937344,-2.681019307421391,-3.5572454931835336,-4.482365344071554,-5.163444352755323,-5.901048147699071,-6.777881197424398,-7.396435675231947,-7.868909159944289,-7.935770577937364,-8.372374059290935,-8.96728348951373,-9.535931216718422,-10.071608104391231,-10.742360831590162,-11.220692109992443,-11.792206175956462,-12.524798716521925,-12.937109460360888,-13.213833491959505,-13.376975064476332,-13.961462537447611,-14.459549156824748,-15.119551067882114,-15.771586961216396,-16.24552941587236,-16.48624703354306,-16.62644910282559,-16.688578134112888
